t	gametext/Ttr_037	Tryb Strażnika to nieskończony tryb oparty na falach wrogów. Chroń Niebieski Kryształ na środku areny tak długo, jak zdołasz. Ulepszenia broni, Krwawe Klejnoty i runy zdobyte w kampanii działają w Trybie Strażnika na tym samym poziomie trudności.
n	gametext/Ttr_037	Tryb Strażnika
t	gametext/Ttr_038	Naciśnij 'E', aby dowiedzieć się o wzmocnieniach i zaopatrzeniu
n	gametext/Ttr_038	 
t	gametext/Ttr_039	Punkty zdobywasz, zabijając potwory i kończąc kolejne fale. Kupno broni i amunicji, leczenie, naprawa kryształu, wzmocnienie obrażeń i przyzywanie obrońców pozwolą ci przetrwać w Trybie Strażnika.
n	gametext/Ttr_039	Wzmocnienia i zaopatrzenie
t	gametext/Tps_001	Na większości poziomów są supersekretne miejsca, do których trzeba się dostać, rozwiązując zagadki. Rozglądaj się za wskazówkami.
t	gametext/Tps_002	Znalezione runy i Krwawe Klejnoty są wspólne dla wszystkich trybów na tym samym poziomie trudności.
t	gametext/Tps_003	Jeśli przegapiłeś jakieś runy albo Krwawe Klejnoty w kampanii, możesz je zdobyć w trybie wyboru poziomu.
t	gametext/Tps_004	Część elementów interfejsu można włączyć lub wyłączyć w ustawieniach.
t	gametext/Tps_005	Jeśli uważasz, że Piekło jest zbyt łatwe, poszukaj w samouczku wejścia do trybu Koszmar.
t	gametext/Tps_006	A. Włączenie Spowolnionego Czasu kosztuje trochę energii. B. Spowolniony Czas można wyłączyć w dowolnej chwili po włączeniu.
t	gametext/Tps_007	Te porady można wyłączyć w ustawieniach.
t	gametext/Tps_008	Jeśli nie możesz przywyknąć do przechyłu obrazu przy krokach w bok, wyłącz go w ustawieniach.
t	gametext/Tps_009	W tej grze nie ma kibli.
t	gametext/Tps_010	Rzucone Podwójne Katany przebijają wszystkich wrogów stojących na ich torze lotu.
t	gametext/Tps_011	Niektóre wyjątkowe runy zdobędziesz wyłącznie przez supersekret.
t	gametext/Tps_012	PM-y zadają duże obrażenia, ale pożerają amunicję szybciej, niż zdążysz wydać kasę.
t	gametext/Tps_013	Czarny Łuk to broń ładowana. Naciągnij cięciwę do końca, zanim strzelisz, żeby wycisnąć z niego maksimum obrażeń.
t	gametext/Tps_014	Miotacz Pułapek sprawdza się zwłaszcza przeciwko dużym grupom wrogów.
t	gametext/Tps_015	Małe pułapki z Miotacza Pułapek potrafią leżeć bardzo długo, zanim ktoś je uruchomi.
t	gametext/Tps_016	Czarny Łuk i Rewolwer Inferno zadają dodatkowe obrażenia przy strzale w głowę.
t	gametext/Tps_017	Rakieta Inferno nie pozwala na rocket jumpy. Nie wierzysz — spróbuj.
t	gametext/Tps_018	Szczęście bywa naprawdę ważne.
t	gametext/Tps_019	Rękawica Inferno P jest ładowana i pochłania mnóstwo energii przy każdym użyciu, więc zawsze ładuj ją do pełna przed uderzeniem.
t	gametext/Tps_020	Żeby runy zadziałały, trzeba je osadzić w slotach.
t	gametext/Tps_021	Gra sama zapisuje wszystkie znalezione runy, Krwawe Klejnoty i założone umiejętności broni. Jeśli chcesz zacząć "czyste" przejście od zera, użyj przycisku czyszczenia w menu Opcje/Zarządzanie danymi na ekranie startowym.
t	gametext/Igt_0001	Zamknięte.
t	gametext/Igt_0002	Sekretne przejście zostało otwarte.
t	gametext/Igt_0003	Ten przełącznik blokuje jakiś mechanizm.
t	gametext/Igt_0004	Potrzebuję czerwonej karty.
t	gametext/Igt_0005	Potrzebuję żółtej karty.
t	gametext/Igt_0006	Potrzebuję fioletowej karty.
t	gametext/Igt_0007	Znalazłem sekret.
t	gametext/Igt_0008	Znalazłem supersekret.
t	gametext/Igt_0009	Z tej strony się nie otworzy.
t	gametext/Igt_0010	Zamknięte, przełącznik musi gdzieś być.
t	gametext/Igt_0011	Nie teraz.
t	gametext/Igt_0012	Naciśnij 'E', aby opuścić poziom
t	gametext/Igt_0013	Naciśnij 'E', aby użyć
t	gametext/Igt_0014	Naciśnij 'E', aby zapisać
t	gametext/Igt_0015	Wygaszona runa znów działa.
t	gametext/Igt_0016	Gdzieś otworzyło się sekretne przejście.
t	gametext/Igt_0017	Naciśnij 'E', aby otworzyć drzwi
t	gametext/Igt_0018	Naciśnij 'Esc', aby pominąć...
t	gametext/Igt_0019	* Żeby runy zadziałały, trzeba je osadzić w slotach.
t	gametext/Igt_0020	Dodaj grę do listy życzeń
t	gametext/Igt_0021	R.I.P
t	gametext/Igt_0022	ZGINĄŁEŚ!
t	gametext/Igt_0023	Naciśnij [R], aby wczytać ostatni zapis.
t	gametext/Igt_0024	Naciśnij 'Esc' albo 'E', aby zamknąć panel samouczka.
t	gametext/Igt_0025	Żelazna krata w jeziorze jest już otwarta.
t	gametext/Igt_0026	Schody przed tobą prowadzą na następny poziom.
t	gametext/Igt_0027	Zakrwawiona lewa gałka oczna.
t	gametext/Igt_0028	Zakrwawiona prawa gałka oczna.
t	gametext/Igt_0029	Po zebraniu obu gałek chyba widzę ścieżki, których wcześniej nie widziałem.
t	gametext/Igt_0030	"Nie czuję ręki."
t	gametext/Igt_0031	Kość ramienia, wygląda dość osobliwie.
t	gametext/Igt_0032	Ubranie mam teraz przesiąknięte krwią.
t	gametext/Igt_0033	Krew na ubraniu zaschła.
t	gametext/Igt_0034	Naciśnij 'E', aby stanąć do walki z bossem.
t	gametext/Igt_0035	To chyba coś znaczy.
t	gametext/Igt_0036	Cholera!
t	gametext/Igt_0037	Kurwa! Nie miało tu być sekretnego miejsca?
t	gametext/Igt_0038	Naciśnij 'E', aby wejść w portal.
t	gametext/Igt_0039	Dziwne, skąd tu ciężkie wrota?
t	gametext/Igt_0040	Runa? Coś to chyba znaczy.
t	gametext/Igt_0041	Plan? Kto by rysował plany w tym przeklętym miejscu?
t	gametext/Igt_0042	Kolejny plan — to chyba nie przypadek.
t	gametext/Igt_0043	Kurwa! Jestem templariuszem, nie olimpijskim sprinterem.
t	gametext/Igt_0044	Niedobrze! Zawsze jak znajdziesz tyle zaopatrzenia, to zaraz jest jakaś pieprzona walka z bossem.
t	gametext/Igt_0045	A nie mówiłem!
t	gametext/Igt_0046	O Boże! PIWO?!
t	gametext/Igt_0047	Cholera, boję się wysokości.
t	gametext/Igt_0048	Cholera!
t	gametext/Igt_0049	Świta! Nie miało tu być sekretnego miejsca?
t	gametext/Igt_0050	Czerwona karta? Świetnie.
t	gametext/Igt_0051	Żółta karta? Świetnie.
t	gametext/Igt_0052	Fioletowa karta? Świetnie.
t	gametext/Igt_0053	Dzięki, nieznajomy.
t	gametext/Igt_0054	Przesiąknięty krwią szkielet, wygląda na element jakiegoś rytuału.
t	gametext/Igt_0055	L . W
t	gametext/Igt_0056	Sekretne przejście w celi na drugim piętrze jest już otwarte.
t	gametext/Igt_0057	Co?
t	gametext/Igt_0059	Potrzebuję 
t	gametext/Igt_0060	dyniowego klucza!
t	gametext/Igt_0061	Naciśnij 'E', aby przeszukać 
t	gametext/Igt_0062	Za mało żetonów!
t	gametext/Igt_0063	Naciśnij 'E', aby opuścić halloweenowy obszar poboczny
t	gametext/Igt_0064	Tu grunt wygląda na dość luźny.
t	gametext/Igt_0065	Zdobyto łopatę.
t	gametext/Igt_0066	Zdobyto klucz ze wzorem księżyca.
t	gametext/Igt_0067	Co? Supersupersekret?!
t	gametext/Igt_0068	Chyba potrzebuję jakiejś dźwigni.
t	gametext/Igt_0069	Zakrzywienie czasu cofa ten obszar do pewnej konkretnej chwili.
t	gametext/Igt_0070	Najlepsze wyniki:\n\n1.Seven40Seven\t\t171\n\n2.HonfoxX\t 158\n\n3.SugarFreeKnife\t\t147\n\nGitida-P\n\nEndless Challenger\n\nSheepindisguise\n\nkean.mccracken\n\nGiygas\n\nKivi-Kiti\n\nAythadis
t	gametext/Igt_0071	Naciśnij 'E', aby dotknąć obrazu.
t	gametext/Igt_0072	Prosto przed siebie na następny poziom.
t	gametext/Igt_0073	Druga klepsydra? Chyba jest i trzecia.
t	gametext/Igt_0074	Nieznajomy, pomóż mi wybić wszystkie demony na moim statku, a zabiorę cię, dokąd zechcesz.
t	gametext/Igt_0075	Chodź tu, do kajuty kapitańskiej, musimy pogadać.
t	gametext/Igt_0076	Dokądkolwiek płyniesz, przynieś mi tu moją mapę. Jest zakopana pod ziemią, a bez niej wszyscy zginiemy, próbując przepłynąć to morze.
t	gametext/Igt_0077	Trzymaj się czegoś, nieznajomy! Nie mam obowiązku wyławiać cię z wody.
t	gametext/Igt_0078	Zdobyto mapę oznaczoną czerwoną klepsydrą.
t	gametext/Igt_0079	Zdobyto obraz przedstawiający kogoś w czerwieni.
t	gametext/Igt_0080	Chyba wisiał tu wcześniej obraz.
t	gametext/Igt_0081	Kuu'wakh dalh e' tuhlu khamorr mohlu' sya wkul
t	gametext/Igt_0082	Zdobyto kartę z księgi z zaklęciem.
t	gametext/Igt_0083	Naciśnij 'E', aby oddać mapę — kapitan zabierze cię na następny poziom.
t	gametext/Igt_0084	Obszar poboczny
t	gametext/Igt_0085	Znaleziono Evę.
t	gametext/Igt_0086	Wszędzie były straszne potwory. Tak się boję i tęsknię za Evą. Przyniesiesz mi ją? Chyba zgubiłam ją nad rzeką, daleko stąd.
t	gametext/Igt_0087	Dziękuję, dobry panie! Tata poszedł szukać Evy... Jeśli go spotkasz, powiedz mu, że jestem już bezpieczna.
t	gametext/Igt_0088	Zdobyto kartę o dziwnym kształcie.
t	gametext/Igt_0089	Szczelina
t	gametext/Igt_0090	Zdobyto pochodnię.
t	gametext/Igt_0091	Runy, które pieczętowały sekretne wejście w podłodze Sali Czerwonego Księżyca, wypaliły się co do jednej.
t	gametext/Igt_0093	Nie wiesz, co narobiłeś, spieprzyłeś wszystko...
t	gametext/Igt_0094	Wszystkie potwory we wsi zginęły, a magia blokująca drzwi na tyłach zniknęła.
t	gametext/Igt_0095	??
t	gametext/Igt_0096	Runa fontanny została uruchomiona.
t	gametext/Igt_0097	Nie zdołałem nic wyciągnąć z ognia.
t	gametext/Igt_0098	Zdobyto miksturę gaszącą płomienie.
t	gametext/Igt_0099	Zdobyto pierścień.
t	gametext/Igt_0100	Zabrano księgę.
t	gametext/Igt_0101	Zdobyto pełną kartę ze współrzędnymi morskimi.
t	gametext/Igt_0102	Wybij ich wszystkich, nieznajomy! I uważaj na mój statek!
t	gametext/Igt_0103	Patrz! Jesteśmy prawie na miejscu, tam z przodu!
t	gametext/Igt_0104	Skąd masz te współrzędne? ... No dobra, skoro się upierasz, to płyniemy!
t	gametext/Igt_0105	Zapisałem współrzędne zaznaczonej wyspy.
t	gametext/Igt_0106	Księga zaklęć, brakuje w niej 4 stron.
t	gametext/Igt_end	===
t	gametext/Itt_0001	Na pewno chcesz wczytać ten stan gry?
t	gametext/Itt_0002	Gdzieś otworzyło się sekretne przejście.
t	gametext/Itt_0003	Na pewno chcesz nadpisać ten stan gry?
t	gametext/Itt_0005	Na pewno wyczyścić wszystkie sloty?
t	gametext/Itt_0006	=====
t	gametext/Itt_end	===
t	gametext/Ist_001	Sekret ciemnego księżyca śpi po wieczne czasy pod bystrym szkarłatnym okiem Demona.
t	gametext/Ist_002	...Potomkowie rodu Hektorów władają Mocą Trwogi przeciwko demonom. Zdolność ta rośnie w siłę wraz z wiekiem...
t	gametext/Ist_003	...Córka głowy rodu Hektorów zakochała się w myśliwym, uciekła z domu i przepadła bez śladu...
t	gametext/Ist_004	...Demoniczny Bożek Mrocznych Krain, Beelsebur, napadł na dziedzica Hektorów i zdobywszy Moc Trwogi, wybił niemal cały ród...
t	gametext/Ist_005	...Drugi syn rodu Hektorów, Roland, pokonał Beelsebura, lecz młodzieniec odniósł ciężkie rany i zaginął...
t	gametext/Ist_006	W godzinie, gdy ciemność pochłonie wszelki oddech, koronowany zostanie Król Trwogi.
t	gametext/Ist_007	Góra. Góra. Dół. Dół. Lewo. Prawo. Lewo. Prawo. B. A.
t	cutscene/cst_0001	Po tych wszystkich mękach i bólu chyba nie zdołam już opuścić tego miejsca.
t	cutscene/cst_0002	Zresztą to już bez znaczenia. Po tej ostatniej walce należy mi się odpoczynek. Zmęczenie w końcu mnie dopadło.
t	cutscene/cst_0003	Wkrótce znów się spotkamy, templariuszu.
t	cutscene/cst_0004	To, co nosisz w środku, będzie wtedy należało do mnie!
t	cutscene/cst_0005	Odkąd pamiętam, dziadek zawsze był przy mnie. Był dla mnie najważniejszą osobą na świecie. Tamtej nocy, jak zwykle, opowiadał mi bajkę na dobranoc. Wokół naszej chatynki uniosła się czerwona mgła, a wraz z nią przyszedł obrzydliwy smród. Dziadek zesztywniał i pobladł. Szybko otworzył skrzynkę ze strzelbą, wepchnął mnie do ukrytej skrytki w ścianie i ostrzegł, żebym pod żadnym pozorem nie wydał z siebie dźwięku.\n\nBałem się, ale on uśmiechnął się łagodnie. Potem ukryte drzwiczki zatrzasnęły się z hukiem, zasłaniając jego postać...
n	cutscene/cst_0005	Intro
t	cutscene/cst_0006	Przez szpary w ścianie widziałem, jak kilka przerażających potworów wyważa drzwi i wpada do środka. Odtrącał ich kły i pazury swoją wierną bronią, wybiegając na zewnątrz. Słyszałem strzały mieszające się z wrzaskiem potworów. Bojowy okrzyk dziadka szybko utonął w ich wyciu z bólu i nienawiści. Nagle wszystkie dźwięki ucichły. Słyszałem już tylko płytki, charczący oddech dziadka, a potem zapadła zupełna cisza. \n\nGłos przesiąknięty śmiercią zbliżał się z oddali. Tego głosu nie zapomnę nigdy.
n	cutscene/cst_0006	1-2
t	cutscene/cst_0007	Kiedy wzeszło słońce, wyszedłem z chaty. Ukląkłem przy przesiąkniętym krwią ciele dziadka. Zapadła przytłaczająca cisza, a ja trząsłem się w szoku.\n\nNie wiem, ile czasu minęło, zanim stanął przede mną mężczyzna w czarnej szacie. Nazwał siebie "Panem". Zaproponował mi drogę, na której stanę się ich koszmarem — drogę Dread Templara. Miał podzielić się ze mną swoją krwią, abym mógł władać Mocą Trwogi. Dzięki niej mógłbym wejść do Mrocznych Krain i zabijać demony. Dziesięć dni po Złączeniu miało wystawić mój charakter na próbę, bo ból byłby nie do wyobrażenia. Im bliżej dnia ostatecznej Fuzji, tym większe ryzyko śmierci.\n\nJaka była moja odpowiedź? 
n	cutscene/cst_0007	2-3
t	cutscene/cst_0008	Gdy krew Pana weszła w moje ciało, świat w moich oczach spurpurowiał. Miałem omamy i czułem, jakby moje ciało rozszarpywały setki wściekłych wilków. Tamte dziesięć dni ciągnęło się jak wieczność. \n\nOcknąłem się po tej próbie. Krew chyba mnie wybrała. Nie umarłem.\n\nStałem się Dread Templarem.
n	cutscene/cst_0008	3-4
t	cutscene/cst_0009	Trzymaj się czegoś, nieznajomy! Nie mam obowiązku wyławiać cię z wody.
n	cutscene/cst_0009	 
t	cutscene/cst_0010	Mroczne Krainy — miejsce, gdzie istnieje wszystko, co w prawdziwym świecie zapomniane albo martwe. Nie ma tu poczucia czasu ani niczego żywego, jest tylko chaos. Im głębiej w nie schodziłem, tym ciężej oddychałem, a skórę miałem jak przekłutą tysiącem noży.\n\nCzuję, że jestem już bardzo blisko celu. Bo ten zapach, ten obrzydliwy smród z mojej pamięci, staje się coraz bardziej duszący.
n	cutscene/cst_0010	4-5
t	cutscene/cst_0011	Wreszcie koniec. Ten koszmar, który więził mnie przez ostatnie 20 lat, wreszcie się skończył.
t	cutscene/cst_0012	Podoba ci się miejsce, które dla ciebie zbudowałem?
t	cutscene/cst_0013	Wyobrażam sobie, jak cudownie będzie przeżyć tamtą niezapomnianą noc raz jeszcze.
t	cutscene/cst_0014	Nie zabiłem cię wtedy, żeby moc w tobie mogła obudzić się w pełni.
t	cutscene/cst_0015	Urosła już tak, że czuję jej doskonałość.
t	cutscene/cst_0016	Wyjdź. Czekałem stanowczo za długo.
t	cutscene/cst_0017	Moc Trwogi w twoim ciele przyzywa swojego nowego pana.
t	cutscene/cst_0018	Nieznajomy, jesteśmy prawie na miejscu.
t	menu/mnt_001	Zagraj prolog
t	menu/mnt_002	Kampania
t	menu/mnt_003	Wczytaj grę
t	menu/mnt_004	Opcje
t	menu/mnt_005	Wyjdź do pulpitu
t	menu/mnt_006	Poziom trudności
t	menu/mnt_007	Łatwy
t	menu/mnt_008	Normalny
t	menu/mnt_009	Trudny
t	menu/mnt_010	Poziom 1
t	menu/mnt_011	Poziom 2
t	menu/mnt_012	Poziom 3
t	menu/mnt_013	Zapisz
t	menu/mnt_014	Wczytaj
t	menu/mnt_015	Powrót
t	menu/mnt_016	Ustawienia gry
t	menu/mnt_017	Sterowanie
t	menu/mnt_018	Obraz
t	menu/mnt_019	Dźwięk
t	menu/mnt_020	Powrót
t	menu/mnt_021	Zatwierdź
t	menu/mnt_022	Przechył obrazu przy krokach w bok
t	menu/mnt_023	Czułość myszy
t	menu/mnt_024	Odwróć mysz
t	menu/mnt_025	Klawiatura i mysz:
t	menu/mnt_026	Naprzód
t	menu/mnt_027	W tył
t	menu/mnt_028	W lewo
t	menu/mnt_029	W prawo
t	menu/mnt_030	Strzał/cięcie
t	menu/mnt_031	Skok/płyń w górę
t	menu/mnt_032	Kucnij/płyń w dół
t	menu/mnt_033	Przeładuj
t	menu/mnt_034	Użyj
t	menu/mnt_035	Doskok
t	menu/mnt_036	Spowolniony Czas
t	menu/mnt_037	Zmień tryb broni
t	menu/mnt_038	Poprzednia broń/poprzedni rodzaj broni
t	menu/mnt_039	Szybki zapis
t	menu/mnt_040	Szybkie wczytanie
t	menu/mnt_041	Broń — slot 1
t	menu/mnt_042	Broń — slot 2
t	menu/mnt_043	Broń — slot 3
t	menu/mnt_044	Broń — slot 4
t	menu/mnt_045	Broń — slot 5
t	menu/mnt_046	Broń — slot 6
t	menu/mnt_047	Broń — slot 7
t	menu/mnt_048	Broń — slot 8
t	menu/mnt_049	Broń — slot 9
t	menu/mnt_050	Broń — slot 0
t	menu/mnt_051	Przywróć domyślne sterowanie
t	menu/mnt_052	Przywróć
t	menu/mnt_053	Rozdzielczość
t	menu/mnt_054	Pełny ekran
t	menu/mnt_055	Pole widzenia
t	menu/mnt_056	Jasność
t	menu/mnt_057	Synchronizacja pionowa
t	menu/mnt_058	Poświata
t	menu/mnt_059	Rozmiar
t	menu/mnt_060	Muzyka
t	menu/mnt_061	Głośność muzyki
t	menu/mnt_062	Głośność dźwięków
t	menu/mnt_063	Panel umiejętności
t	menu/mnt_064	Ekwipunek
t	menu/mnt_065	Wyjście
t	menu/mnt_066	Postać
t	menu/mnt_067	Katany
t	menu/mnt_068	Pistolety/PM-y
t	menu/mnt_069	Zakończ grę
t	menu/mnt_070	Wyczyść wszystko
t	menu/mnt_071	Wyczyść slot
t	menu/mnt_072	Rozpocznij poziom
t	menu/mnt_073	Rozdział 1
t	menu/mnt_074	Rozdział 2
t	menu/mnt_075	Na tym poziomie trudności nie odblokowałeś jeszcze żadnej mapy.
t	menu/mnt_076	Wybór poziomu
t	menu/mnt_077	Strzelba/dubeltówka
t	menu/mnt_078	Czarny Łuk
t	menu/mnt_079	Miotacz Pułapek
t	menu/mnt_080	Rakiety Inferno
t	menu/mnt_081	Rewolwer Inferno
t	menu/mnt_082	Rękawice Inferno
t	menu/mnt_083	Piekło
t	menu/mnt_084	Wrogów można powalić kilkoma strzałami.
t	menu/mnt_085	Wrogowie mają zwykłą wytrzymałość i zadają zwykłe obrażenia.
t	menu/mnt_086	Wrogowie mają więcej życia, zadają większe obrażenia i są zwinniejsi. Apteczek jest tu mniej.
t	menu/mnt_087	Wrogowie są groźniejsi niż na poziomie Trudnym, a apteczek prawie tu nie uświadczysz.
t	menu/mnt_088	Interfejs:
t	menu/mnt_089	Maks. życie/amunicja
t	menu/mnt_090	Pasek amunicji
t	menu/mnt_091	Ikony
t	menu/mnt_092	Porady
t	menu/mnt_093	Dalej
t	menu/mnt_094	Ukończono!
t	menu/mnt_095	Czas
t	menu/mnt_096	Zabójstwa
t	menu/mnt_097	Sekrety
t	menu/mnt_098	Supersekrety
t	menu/mnt_099	Wróć do gry
t	menu/mnt_100	Wyczyść wszystkie dane run, Krwawych Klejnotów i umiejętności broni
t	menu/mnt_100b	Wyczyść dane ustawień
t	menu/mnt_101	Naciśnij 'Spację', aby kontynuować
t	menu/mnt_102	Uwaga! To usunie dane ze wszystkich poziomów trudności. Na pewno chcesz je wyczyścić?
t	menu/mnt_102b	Uwaga! To usunie plik z ustawieniami, a gra wystartuje z ustawieniami domyślnymi. Na pewno chcesz go usunąć?
t	menu/mnt_103	Na pewno chcesz skasować ten stan gry?
t	menu/mnt_104	Usuń wszystkie stany gry
t	menu/mnt_105	Zarządzanie danymi
t	menu/mnt_106	Wyczyszczono!
t	menu/mnt_106b	Usunięto!
t	menu/mnt_107	Usuń
t	menu/mnt_108	Naciśnij 'Q', aby opuścić poziom
t	menu/mnt_109	Opuść poziom
t	menu/mnt_110	Koszmar
t	menu/mnt_111	Odwróć rolkę myszy
t	menu/mnt_112	Kolor
t	menu/mnt_113	Przezroczystość
t	menu/mnt_114	Celownik:
t	menu/mnt_115	Wskaźnik obrażeń:
t	menu/mnt_116	Wskaźnik obrażeń
t	menu/mnt_117	Krew na ekranie
t	menu/mnt_118	Krew na ekranie:
t	menu/mnt_119	Statystyki poziomu
