2c98236f5343361448abfc98effe0e2b	Dawaj portfel.
2e2ddb9618f2f4a4c893938cc43d4244	Wszyscy mówią, że moje gotowanie śmierdzi.
d7109927508898a40ad6080e3aae7761	Nie wiem czemu.
95fecbac5c972db4c924b16efbf4e4b1	W naszej szafie mieszka jakiś dziwak.
5df400545f78e3b40b549e8a7f206b5f	Nawet nam nic nie kradnie.
701a0a3c81e6cb446ba1fecd5d07337e	Co za świr!
e8baf23bfaae31a41a521ded12ee8b8a	Uwielbiam ten program!
eb3d92afd907ce84985873cb5302ba80	Tak bardzo się z tym utożsamiam.
ef8b5a0b75a9a8247bc7a286f69ad96d	Minister Zbrodni naprawdę zna się na rzeczy.
2cb852f56d356aa4584e9d3ac023dd6f	To przyszłość przestępczości w Zasranym Mieście.
5422f30a24bcc3843b6d4980e8e6f08b	Mieszkam w tej szafie od pół roku.
27ad0279ce632c241b05780f41556f13	Nie mają pojęcia, że tu jestem!
8ab961158e8d72249985e43efd4d46ca	Glock Junior!
9a6d1d80ec6906c4982107e0ca5ce820	Pora do łóżka!
19699fc7f6a07d14a85627e7b72cdf23	...
3c4ef311d21eed444984ce11c84b8496	Tak szybko rosną...
1633accd3a592ec4e80f0b88b956e750	Ej, koleś, czekaj na swoją kolej!
9223c6ce2551b0f439bd2e5cb7b8dfb5	To jedyny kibel na tym piętrze.
e4fcc5eef26f8cd45ae9fd4c0513d505	A na górze jest ich sześćdziesiąt siedem.
0ff152f908d301548933ca3381bc8313	Sorki, ludzie...
773b5d4712a00bc4fa49e83edacc6186	Jadłem to, co ugotował gość od sera.
7570010e6214ecb4b89025939689c441	Glut Glina trzęsie całym budynkiem, kiedy przelatuje.
2ed35edf50941e743a708aedc0dd5608	Urządza imprezę na dachu.
c2e3d0bc08caab345af05b50616d5fc1	Chciałabym iść, ale boję się wysokości...
bbfafa8eece275543bbc1077d0ec4316	i helikopterów...
e9fb3a8e17c03bc4e8a88797cbeb8d3b	i imprez.
15c2afeb837c8b842bb1c73383076915	Witaj w domu! Gotowy na wieczór filmowy?
8b44290d899dbd247a600ab19b520be2	Wybrałam coś wyjątkowego!
276be4853451be44189e9fab58f07fd4	...
4827e64ac9df5b84bbdf8a366876b099	O! Zdobyłeś ostatnią parę Preemo?
0e11cf78fb4fbd2499b82d37018f554c	Ekstra!
00c496faa4e360e49a26967cda279631	Nie mogę się doczekać, aż staną w pokoju z resztą kolekcji!
8e298cd589d274d4baa21fede9755b57	Wszystkie cztery pary Preemo!
0ea5fc144c3ccc5428696a18a82a630a	Twoja kolekcja jest kompletna!
cfb51036a18981f429c18b1238c31190	Tak się cieszę!
de000c7a67a2a884aa4ac0dd229630fc	...
800d7637fa3dc65459626f30a620c074	Co?
24cf0facdbbe8614f96cae78d1a2c881	Anger Foot!
4930bdd76bd08fc4aab656e1e95f0dc0	Te buty należą teraz do Gangu Przemocy!
eee8faaf50449304aa2cc3b0b0d12637	Nigdy ich nie poczujesz na stopach!
39d74b01b22c847418e8de81411662e0	Glut Glina!
dbc8312f849f2f046b39eebf70216485	Zabiera twoje Preemo do centrum!
2970d45a2a2e6854791fccbcf0997f8c	Musimy je odzyskać!
0152760d72f1da948a9192f23be1620a	Przeszukamy bloki Gangu Przemocy i znajdziemy jego kryjówkę.
f9dcc12c111eece4a85721a2b0fa5f2c	Wieczór filmowy odwołany. Ruszamy!
f19bac807e57bf846a844b0f11f492c4	Hej, Anger Foot! Co masz w pudle?
7aa69d9f5801d5c49b20abbae32db995	Kolejne buty?
bf5e9e948dbe1cb4dae86e6d7a02f515	Twoja kolekcja jeszcze za mała?
95046bd28e2fc304489c9f4130f83b8b	Idź już na górę.
eb10207207b0de447b8b97ffdeaca3ed	Próbuję spać.
9da8f18a3b462ca439bfd3749d1f6b17	Na drugi etat kradnę koty.
57c0345ff4ad1d346b6838c19189f867	Muszę być wyspana.
7503d274b0a67c8489baaa14d3a651a1	Koty są bardzo śliskie.
31d4d9deb65ec4945b8f85162ff035e5	Jestem taki...
010a63ddc02691b4690200e67412cf04	Taki...
3cabe2d1ccbbc5741b4060ea5b52f564	Zmęczony.
e5587494d7917cd4bac01aec7a4c4deb	Mój współlokator to koszmar.
b233f3d30f9ccfc459719925ab35f708	Zostaw mnie w spokoju.
e534ceaa57478734eba1cbcdb9a211d4	Dumam ponuro.
b7c1bc9b947dda544982e225bb32d9f9	Idziesz walczyć z Glutem Gliną?
120dd3e107b074542882aaed7b711254	Mogę dostać twoje buty, jak zginiesz?
0c4fd47180853d64088348a3f96de9ed	PRÓBUJĘ ROZKRĘCIĆ KARIERĘ MUZYCZNĄ!
0609de2da4c5bca4d8d07c20055bcb89	POTRZEBUJĘ TYLKO FAJNEJ KSYWY DJ-A.
a60e62b91f22a924e90292bc4b41f835	MYŚLĘ...
a434aa120c7da024d9b9509015de4bf3	DJ BASOŻERCA!
bbce0d7b0a56bd04aa0d1ee2032d9cba	CO SĄDZISZ?
c490c8c62d424624f995316685824d18	Ostatnio, jak szłam tymi schodami, obrabowali mnie!
942fee5a74eda064398d8e59dc01e1ac	...
fa97d245fb01da84cbe3335b01dc41eb	Ostatnio, jak szłam tymi schodami...
8136309107627364c8f8ccc8e9aea98f	To ja kogoś obrabowałam!
1cebd895e74f8a142b91de7999014918	Wygląda, jakbym obrabowała bank.
c46d08d958485204997e3afe37dc5ffd	A tak naprawdę naprawiam drzwi.
a1027bb04e2b6b74d9819b74699420fa	Nie! Błagam!
63eddd2589618cd408b2341161be2ec6	Mam po co żyć!
d818a05e1c2758a44a83c2e38f756c9b	Mam jeszcze tyle przestępstw do popełnienia!
4d1435fdc2b78f14c9edb797b5117cdf	No i dopiero co ukradłem nowy telewizor!
58c5deba4e1f76948b4ae9debe922bc5	To był MÓJ telewizor!
b8db64571af50784186978ccd85283d2	Czasem myślę, żeby skoczyć.
2b6cb43b70f8eb047a035e2df334e478	Ale wtedy sobie przypominam...
86bf80c1dc72dfb408c1aa804d884fdd	że nie umiem pływać.
a57dd012f86f7b34ba7dc5588cbdb813	Jestem teraz w pracy.
ec95f267205f96a4c932ec93d7566dfb	Moim zadaniem jest powstrzymywać włóczęgostwo...
0a0e7c0a893cfe845a18a967bf2e0a76	...przed niewystępowaniem.
765a50697c6d5e84a974499b41e4c01e	Wypiłem sporo Brew Force.
d0f5fcc5eb2574a4596d448470a3efaa	Stoję tu od dwóch godzin...
535668732ab8f094f9e4c0cdf98c10e6	Powinienem się martwić?
c42fff90247d0cb48b43c127993d5690	Tak naprawdę nie umiem czytać.
7c738e1f90b17ae47a6df58527e64ed5	Ale i tak próbuję!
c92e30c0d933c1f44922f2b33cabeda2	Zasrane Miasto nie słynie z systemu edukacji.
a0d7d3d425a755d42b09455296747890	Próbuję spać.
777cc8fdf60f48140952e9008d262f73	Ale ten glina jest strasznie dziwny.
6238f4ac52e4bc2449b4df0034514426	Po prostu stoi. Nic nie robi.
759a5e4b8689fc941bd72c56f28303c0	Witamy na klatce schodowej.
bd2df4e25cddd434e9b16d981a0f3942	Jesteśmy miejscowymi rabusiami.
9c30de590493412409f8880fad53c360	Zapewniamy doskonałą obsługę w przystępnych cenach!
c0cc0a6cd81d65542bec6a9a6b153ef4	Ten kibel to dramat.
9b35ff821d71cd9469cafeea9b688b7e	Zawsze zapchany.
1fd8bbccaa0a68c47bc3e51e23e367e7	Nieeeeeeeeeee!
b405ac4283f1f544eb8a5c62fe95a1e1	Nie odchodź, Worku Glino!
e8ec9229fe66af5479a27fca7c93c940	Mieliśmy przed sobą całe życie!
ef495cb5f58d3e343a32ed4cd9ff9012	Gang Przemocy zawiódł.
dc22e12f32fa089468d74d1683b412da	Ale Gangu Smrodu tak łatwo się nie powstrzyma!
9d7205beb6d6a1849aa3460434f18e2d	Ty i twoje cenne buty utoniecie w mazi!
895e9b0208b4c8d4c91e5fc475e9e17c	Ohyda!
7203afd202929d04a8c3b2eea25112c5	Co to BYŁO za coś?
ad708dceef288ed4ab67ad04ca492bcf	I gdzie są pozostałe Preemo?
f0656e0b566fc384fa39c13af15a1351	Cuchnie mi to Gangiem Smrodu.
e96cc678b3c308649bbec7d3694a74d7	Zaczynam się wkurzać...
a1db838e320e6334faba62b3bb261f4d	Miał być wieczór filmowy!
01cb6efaee850d643a80f267a12bcf08	Odbierzmy je szybko!
5d0e6cf237bae8e4ca9055c9756d5e4e	Mam cię dość, Anger Foot!
9a0cfc4e47b226a48bd9fdf193801d33	Gang Przemocy zrobi to, co umie najlepiej...
4e07294aa9164784e891dcadd55942c2	Przemoc!
9821569f596665d4e9983086cf42c1c5	Przyszedłeś po Preemo?
520f11caa1a6d7744a5838074ef1b0ab	Uuurgh... za późno.
6479c653a2dc4f14699e90ce6d83c3b2	Gang Przemocy wyczyścił mi sklep.
4cd85b07fea24df4591edb880a469e12	Jak chcesz te buty, musisz je sobie odebrać.
23ffc2c7745ed4044bd66908da94c264	Te bloki zostały przejęte przez Gang Przemocy.
5ed6dfbadd6ad7845a727e4b7df6011a	Zakaz odwiedzin!
a1837daaa75905d42ab50af9b38e3bdf	STÓJ!
971df7780b420454f892204e7b80a294	Tylko mnie nie kop!
0df42ddc0e710614f9b5148520e4d49f	Bierz te buty!
80114e789b29dc0498fcf24e5618af38	Wiedziałem, że przyjdziesz...
0c82e071c0fc9d147a91fd940baa9d87	Spójrz na nich tam, w dole...
0733c242d55264846b8fff2394fd2342	Biegają jak szczury. Walczą o resztki swoich żałosnych gangów.
8a3c6ebf5f9f6454c8f06fe08c0d36b5	Muszę ci podziękować, Anger Foot.
e3ef1dac87c22a046a5a872ca4961be3	Wykonałeś mój plan idealnie.
4b9957c2da1e8d047bbd6f8e8c44ed4a	To ja kazałem ukraść twoje buty!
dfd2dbe3ae235d74fa789bd819967e9c	To byłem ja!
0258efc8578953c428725c27b57a0cb6	...
5290683a9c34e5e42b1815cdf604a23f	Wiedziałem, że ruszysz za nimi.
61d7dc949e6134944aeb8eb423176f8e	Wiedziałem, że pokonasz szefów gangów.
31875e946fe35ba4c8e7efcf15085147	Taki był mój plan od samego początku!
d9d8ed48fabe6714aae5fb7a34cf0078	Pomogłeś temu miastu, Anger Foot.
aaee163a1afe4d74383904ce479e0461	Z największymi gangami w gruzach utorowałeś drogę dla...
122e6a06906962c4f8fe0738f3454ee6	MIŁEGO MIASTA!
467a36f02fe572b429fd325cc962e25a	Wyobraź to sobie!
45a5db19b6d6af941bcd100c82d4c026	Koniec z przemocą, smrodem, oszustwami i rozpustą!
c459d20ff31f621409e177abf4771838	Koniec z PRZESTĘPCZOŚCIĄ!
b43e6434d5926dc45a1396823ba70878	Położyłeś fundament pod czystsze, bezpieczniejsze, MILSZE miasto.
587cbd469b51e834ca476052a559c4f7	Ale potrzebuję twojej pomocy...
49543c3762a0c67408fc90fe0adf5b96	Z twoją siłą wyplenimy przestępczość NA ZAWSZE!
90ed446a60c18684f82b03e13a4138b6	No to co powiesz?
e7c104675b503fa40b9facaeef9af752	Przyłącz się do mnie!
a6a4aabb78d679440af62d8a1ac4f03b	Udowodnij swoje oddanie!
3bb9be75ce1bec446af7aab9c08b7701	Kopnij te luksusowe buty prosto w ogień!
38eeb8f0a59340e4a95667eb61e7c58e	Porzuć swoją obsesję i pokochaj Miłe Miasto!
8f839d9f1007d0543be7bb8daf46a03c	Nie mogę się doczekać współpracy, Anger Foot.
26eae8a523c4d6944972f098f0fae2eb	Pachnie serem i boczkiem...
6cc429eecc2217c4aa24dd614aca8bb0	Im głębiej, tym mocniej.
00c8aa0160080214bb9c1366ecfe5e89	Na samym dole musi być coś bardzo serowego.
62346f2883b29f84dac160609b9ce011	Co tam jest na dole?
dd3bbaa5b584ac74ab8d95f665282f1b	Kto projektuje takie miejsca?
a9b6b3568e8536140b88911a736b5456	To spisek...
9ceb1e1a8251fda438a4b4d00b0cca67	Za wszystkim stoi Wielka Otchłań.
da80016f0fc35eb4e8bc7b9c4b893509	Czekam na panie!
a852184363f33fe479931f62eb9918a1	...
c37cadf8a5d91334c8be0bd7116e8b74	Zaraz tu będą...
6ab660e2c0b8680469113ff94d659d55	...
013477c82cb3f1144bdaabe24bda91be	Lada moment...
30848f19fa7a2f84ca248c8f34e390bc	Uwielbiam ten utwór!
b71fdba11a407de469035b93d4ab969c	CO?!
883374658c9ac1f40b433f7f6eb4b92e	UWIELBIAM TEN UTWÓR!
42c635f756cdf094a84a408bfdaad426	JA TEŻ UWIELBIAM TEN TOWAR!
34fec63d16853fc42ac6a99aab0a6a10	RĘCE DO GÓRY!
ba1c351631e7885428f1b390fbe782b2	DAWAJ PORTFEL!
30cb21fa44df39b428544f4c64e55ade	Ups. Zły gang.
f3db2b7364b687249b8f8b5b8149c9dc	RĘCE DO GÓRY!
68a0e7cd6de5f194e8a5d3f48e43b5d7	SINGIELKI!
77340cfcde2e82c4aa78adaec6b924e2	Wszystkich przede mną odprawili.
12e5c6c5fe82e444fa807b3453632449	To najlepszy klub na świecie!
a399910d716c7e440bb160c3d7af3a3c	Wpuszczają tu tylko najbardziej czadowych gangsterów.
cda124de76b1a9a46b7303307decd862	Umyłem zęby ORAZ ogoliłem palce u stóp!
f8240cca3f6fc5147bae64057bfd42e6	Podobno dress code to wyłącznie sneakersy.
d58fa1271ad120b42963d754e97aa488	Właśnie dlatego wstąpiłem do Gangu Rozpusty!
96dfad440c110534a917f164168ec45c	Zasady są bardzo surowe.
f555ebf55ad84054688e38d95a29ea6d	Ale nikt ich nie zna.
c73bee31a9014d04e98b44f1642d0eab	Podobno trzeba mieć fioletowy dres z golfem.
87144da3783cfd54bb3f8d59632235f9	Dlatego są takie popularne.
ad3559a6ad28e104f997857f7737c4f2	To najbardziej ekskluzywny klub w całym Gangu Rozpusty.
7a73c23d1753ae24592302a120f64a14	Nie mogę się doczekać, aż wejdę!
71c8906d5ad40c54da3480cb8ac96fb0	DOŁĄCZ DO KRĘGU
7a48f3703f9a7454b823b5fdd5cc15e6	TAŃCZ Z NAMI
c91c715802b52244f9970c8be25e580f	JESTEŚMY GANGIEM ROZPUSTY
0d804138bf539a447b3820788fcd88f7	TAŃCZ Z NAMI
8e111b41ce116614999626c40d20b810	NIE JESTEŚMY SEKTĄ
aad70d42bed5e9c4db09c6bf60d6ef5a	TAŃCZ Z NAMI
2029260c12030264f80dcbfa6d3f3ad7	Nie wyjdę, dopóki nie zobaczę każdej tancerki.
47ef28e8c64a44c498410381ee98def0	Myślisz, że wpuszczę cię w CZYMŚ TAKIM?
130dd8e8821ac4b4a8dff76137fcb2ca	WE WTOREK?
4c1a799a7387a984e8866575ea72037c	Musi ich tam na dole być mnóstwo.
ab7f447a10546584bb54f2e2ab8fc20d	Na pewno zaraz coś weźmie.
950e6ccd1647f0a4fae8a995831f6c28	Mmmff... mmmff...
ea911d81803ad074983cc785e0bf1605	Mmmmff!
a2149e07c04fdd4428bae3745aabfd62	Mmm... mmmff?
279d0a8be51ceae46aa51e0a65701ff9	Witaj w Klubie Rozkosz.
9d83f6653be99544ebb35505875823b9	Drugi najbardziej ekskluzywny klub na tym piętrze.
c0e8a5888b582aa48b8f788dcd2e3abc	Chcesz spróbować mojego eksperymentalnego drinka?
0007b6bf94445f440b02d3f3847a64f1	ZWROTÓW NIE MA.
6b40b0bd0b5da1a4db37af7fc637b693	To mój ulubiony drink.
20dd01ef302e0234bbdbd12fdad57da3	Margherita.
e02f5dd2fb2cace4cb17727710bb9c08	Jesteś już na górze?
c738479bc5f6e4e4f9721364e4cac854	Podnieś mnie wyżej!
e37a9c3cc2e278741b84ac7a1173e4ca	Już prawie!
2e29b7ab5f11cf049bebd20411376cd6	Jak to działa?
477b7093580e88341811bb70e0d4ce94	Chcę spróbować, ale się boję.
9d8f407f6d0216243a74107bb6fd25f3	Wstąpiłem do Gangu Rozpusty...
6aa4d0a438b31aa4ea596c9347a2ce35	Ale jestem za nieśmiały.
3a279c13abfdb2b43a2861318444a8c2	Po prostu popatrzę.
eb7add92967cc2144b6050074ec16568	...
61c7d4787c80ebe4cb8dee30f7bfab43	Myślisz, że mnie zauważył?
c4f81a1700e405f489edd0763fc9c1f8	...
f4105fc2079c71849909af8287b977bd	Jestem kobietą lubiącą zabawę. Lubię wino i kocham swojego kota.
2472a8e8bfdbef943a41b30faa9f2faa	...
e4f65f919b515fc49bdfa0c5bcdecb0c	Haha. Szaleństwo.
b2fd1cfe5a5145f4a8645bef2983227c	Ja też lubię zabawę.
8e6ca5141f5b5ab4d922befc628192c1	...
ee7b2ddf41dd7c84cb8f91e8b3048707	Ciekawa ostatnio pogoda. Cieplej niż zwykle?
6a134fec00f317649b436d3746b12c38	...
d1403e0476c7f9a4d8d8f20695e5dad6	Tak.
e98c139444b5c9348b9e53d1e3244b3a	Zaplątałam nogi.
19959cdaff993a24d9057e79f81e8a11	Zadzwonisz po Gang Straży Pożarnej?
c9314215be157b742a5b68bc777d7762	Nie dałabym się zobaczyć na czymś tak mainstreamowym jak impreza w kotłowni.
b46f718758ef728448e040444c8a96bb	Podobno Pizza Świnia ma tajną jaskinię imprezową pod Zasranym Miastem.
51a2d62efa16c6c48b5fa0c982a28257	Bardziej undergroundowo już się nie da.
b50f2af1e6644114ab9c0c48eeff8275	Ludzie myślą, że bycie DJ-em jest łatwe.
93bbd94e57262a14aa7cadbadb111152	A to trudniejsze, niż wygląda.
d73618c45ec1b8d45aac648a48f85a8e	Zasięg radia jest tu fatalny.
fe9fc9c108696d44ab9dea0d7ab89785	Jak ty się tu dostałeś?
ca2d92bfb9b6c2049b79fad4ce10cec1	Nie miałem klienta od lat.
7fd112f32fcaea2479378baf8bd0bc7c	Za ostro zaimprezowałem...
5a7be144612f55b4d82932429c5bc8d5	Staram się żyć według nauk Gangu Rozpusty.
57bca844cdef3e34ab205a99282eaa0c	Ale dziś ofiarą są moje jelita.
17bc87d6b2796424a9cf08c9794e4eb6	...
8b9f24ed2849d004db63038a366b0d26	Moje jelita i ten kibel.
d8b61b95d15ff5e49be7f3e7f5860af7	Wszyscy czadowi wiedzą, że prawdziwa impreza jest w kotłowni.
a5f2e319221ceac4ea3a21d68f0970a5	Nie jesteśmy jeszcze wystarczająco czadowi.
5b1e33ac2182de5469264754e67aec43	Podnoszę sobie poziom czadu, włócząc się bez celu.
8e62079316b45414ea107f03ba1c90e6	Jak nie zadziała, spróbuję vapowania.
b0d5c722678630548ae54c7e63ba36de	A na koniec...
6ac9e63b93e4a174a81723cbe4b831db	Jedno i drugie naraz.
304921d5a4b4eb94988d4bdf9977c3ec	Ale nuda!
0f6e73975d73e3548a5c8d0f58ec7bca	Przyszłam tylko na herbatę i ciastka.
a11ed0dc0b1a1ca4b91bf3d1862103f5	I pizzę.
c5a9e761190695547a6331a28b7f57d3	Bracie mój w serze...
52436049a7fe39042b3c63d008061ee8	Razem narodzimy się na nowo.
e49e91749d605294cb4ea7931a3377fb	Nie ma nic lepszego niż wrząca kąpiel w serze.
374641a0f128969439328a80db417d7e	*POTWORNY DŹWIĘK SKWIERCZENIA*
172e49a75e627c74194ad26925b06562	Niektórzy nie wierzą w ser.
e79681112217f2b4897eb605c17a7820	A ja myślę, że jest prawdziwy.
b889764ad35a1b04c8d1761f3a236a9f	Wypuszczam swoje demony.
d4945d7cbf7643a4aaad8dc7b255dde3	Wybacz mi, tatuśku...
6f8a3cff5a697384ca29c97140b7964b	Bo nie zgrzeszyłem.
2b9708a9565ff9b41b213fdc7f93d2fd	ABRAKADABRA!
f38ca359b94371e4da1601e136ecbaee	Wszystko wybaczone, synu.
4d30b7bb4d1052a40993990f1721a710	Po uiszczeniu opłaty za wybaczenie.
6964d930afc40bf4585cf544fd7f6f01	I podatek od wybaczenia.
aefdb7e56f9dadd45a1424d48b4e43aa	Płacąc kartą, dostajesz dziesięć procent zniżki na kolejne wybaczenie.
b289eea0050dcdb40b4a1add8263d5a0	Obowiązuje regulamin.
dc9f301bd209f7446b2bbdc4db16cc0c	Śmiało, nadepnij na mnie.
3cdb3f48feacbf84eb8443d5aba74c21	Po to tu jestem.
7ca9a141eed1e364dadcc946302b697f	Przed Gangiem Rozpusty byłem hedonistą bez celu.
150c3bf569a76da4eb1b58c4a6c66a7b	Teraz jestem hedonistą z planem.
05399ab010de9304ba47072622d93dda	CHRUM!
7dd0016b6dd5c99449d1dfcb91ceabf1	CHRUM! CHRUM!
f0c42e0630c556540b11d3d3e1379dcc	CHRUM! CHRUM! CHRUM!
18118af68150e2e4a8f341a2b60569bc	Amen.
e75d3c0e2f07aa844a462b77940d578b	Chwała Pizza Świni!
5570465eadfff8742b8457ef18e0c2e0	Albowiem wskazał nam drogę!
a4d1191871fe8854d802a35a3411aa8b	Że grzech jest pierwotną i najprawdziwszą formą przestępstwa!
89c8fb4e047d0a14b9932ce141305f99	Alleluja!
caf09fb310a59ad49b524eb933c2481f	...
8ff36bd216db81848983a59ecf512acd	Karolina i Michał poprowadzą teraz pieśń.
b48f361bc2a81c649b43ff9cc4dd4d64	Proszę otworzyć menu Pizzerii Pizza Świni na stronie siódmej.
54e2ed2a856e3c5448f100eb9cb1aaa6	Ten człowiek jest opętany.
e73bbf1ed4369284cb1328a4e1a86099	Egzorcyzm rozpocznie się za chwilę.
af87c32d4dc31f748a646e682ae62e19	Świeć, Pizza Świnio, nad jego duszą...
eb26095af1a238d47beb161303243c26	...
5e635677f87b3ef469ee9b3e85e542ec	Egzorcyzm?
1817b44473e1a184cb829882019a8f11	Myślałem, że na szyldzie było SEKSORCYZM.
55ab46235fa44634eac9940fdadc1043	Nie zastanawiasz się nad tymi wszystkimi szkieletami?
f8af14cc412b5f14d82d0b79e8fae8c5	Kim byli?
fb1c0f204ea113f40b7c7b68eca23ced	Jak zginęli?
7c5933ca033dc1a44bfa83d709609249	Witaj w Klubie Rozpusta.
f2b3bd249af06e246951f1984debc8de	Żeby wejść, trzeba być co najmniej tak rozpustnym.
3e06c59fbc749f044a1a0cbb0f4a9f47	Nigdy nie widziałem w tym mieście papieru toaletowego.
2edf460ea1a1d6145a3ebfda3f970ff0	Powinni je nazwać Kupkowo, co nie?
89e99b5a6caebd844a565f31ab2c9111	Musi być jakiś wydajniejszy sposób na ich smażenie.
6ffe4005bd2858542927d6d135388af9	Nie stać mnie na utratę pracy.
306d568b287ccea42b3737e649c30c81	I tak już przewracam burgery.
8989dccc3de9aab458585c30a351caaa	Witamy w Pizzerii Pizza Świni.
7cd8263db7bc6f946828a4c9af64295b	Ojczyzna pizzy głęboko smażonej na grubym cieście.
e0afeb1fe614d7b4cb8c570ecf67663b	Co podać?
cd7f5b89be977ed40a1260a93ada40d5	Witamy w Pizzerii Pizza Świni.
efed7eae47791e64da8403976bf8ed8c	Ojczyzna czekoladowego hot dog burgera.
bc517526f3ec0cc4c9ba879f0a1592e6	Co podać?
9989eae58a1d4cb4e94eb737c171b520	Witamy w Pizzerii Pizza Świni.
3d355ebc6fc5dcf4aa0470ee633517ac	Ojczyzna tajnej sody z tajnym sosem.
3a4302afea6c5fe449cfc22b324330ae	Co podać?
ead3de4509768474eb535c81c8f41afd	Tęsknię za Glutem Gliną...
0203d4877f002ef47bda7d4f2c060652	Kanały są ledwo zanieczyszczone...
0f365210ff8b48a4a82edb0843d6f5d3	Od godzin nikogo nie oszukałem...
817db6314ce351c498ecff794fba4d42	...
2c29a74841d42c640ab74ed61c2d91bc	Co się dzieje z naszym światem?
70e8c84d444ad93419a3cb01f279d36e	Wszystkie wielkie gangi znikają.
a05df8398cb1b8542a5167ca984aca07	...
b7a78e0ec3b21a34595a52013be989b4	Zmiany kryminatyczne są prawdziwe.
90ff819f5a761dc47810419f8384ad08	Mam tylko nadzieję, że Minister Zbrodni ma plan.
e03ac2a8a5877574f93faae6549f0f72	Ten obraz jest wart więcej, niż zarabiam przez rok.
a9c340ec2edbfa046a83c4f9a1173c68	Powinnam była zostać artystką.
eae9a46b6993fae46b61b7baa625db5b	Tam są prawdziwe pieniądze.
6c254af8a61ef164c9452a07e23cddb1	Jakie to dzieło skłaniające do refleksji...
f418cf33dd0766e4e8f40fc478c0aaec	Uwielbiam użycie przedmiotów codziennych...
fefd8523663a0344a8f4646e5578f679	To naprawdę mocny przekaz...
b772bf4e3d38b3d4f954b3aad800efe4	...
f0e5db0a2fc63cf44ae04bb40b942d2a	Możecie się przesunąć? Jeszcze nie domyłem.
113c4ed1b97b9e74db17aed820b742c1	To metafora społeczeństwa...
